"id","prior_prob_count","prior_percent_correct","problems_attempted","mean_correct","mean_hint","mean_attempt","mean_confidence"
172777,650,0.723076923,4,1,0,1,0.550159261764027
175658,1159,0.80069025,22,0.454545454545455,2.22727272727273,1.22727272727273,0.437514842768246
175669,1239,0.656981437,11,0.636363636363636,1.36363636363636,1.72727272727273,0.511060416445201
176151,1246,0.72953451,16,0.75,0.5625,1.1875,0.491577736485782
176165,1299,0.56812933,6,0.333333333333333,2.16666666666667,2,0.409886878715214
176168,1415,0.684805654,11,0.545454545454545,2,1.27272727272727,0.601511287387991
176461,753,0.499335989,11,0.363636363636364,2.09090909090909,2,0.442613511049362
176486,772,0.57642487,10,0.3,3.4,2.9,0.503996345736833
176488,529,0.674858223,19,0.421052631578947,2.31578947368421,1.73684210526316,0.517525602315897
176494,1226,0.644371941,12,0.25,2.91666666666667,1.66666666666667,0.587711925492987
176522,1206,0.647595357,12,0.583333333333333,1.83333333333333,1.41666666666667,0.407305606978182
176613,1139,0.696224759,22,0.5,2.13636363636364,1.54545454545455,0.52124102064262
176623,1326,0.781297134,10,0.8,1,1.2,0.639609675140108
176627,1195,0.710460251,12,0.416666666666667,2.16666666666667,1.58333333333333,0.536518875606072
176630,1192,0.61409396,17,0.352941176470588,2.29411764705882,1.52941176470588,0.416144085930876
177719,606,0.4669967,20,0.25,3.05,2.05,0.481286139465995
177725,596,0.498322148,13,0.307692307692308,2.07692307692308,11.1538461538462,0.701137084300887
191678,498,0.65060241,2,0.5,0,1,0.584215659461346
226336,1469,0.769060585,4,1,0,1,0.286297036503063
226440,1386,0.792388167,4,1,0,1,0.514446354335224
226444,1570,0.775159236,4,1,0,1,0.642682893020942
226724,846,0.752659574,6,0.833333333333333,0.833333333333333,1.16666666666667,0.579212357992894
226737,700,0.674285714,2,0.5,0,0.5,0.409770578740284
226822,1418,0.754760226,6,0.833333333333333,0.833333333333333,1.16666666666667,0.355478144602503
227012,1054,0.730313093,4,1,0,1,0.617225877898913
227014,1271,0.748623131,3,0.333333333333333,1.66666666666667,1.33333333333333,0.592955703389285
227114,1081,0.647548566,6,0.833333333333333,0.833333333333333,1.16666666666667,0.54907790392567
227979,1372,0.780612245,4,1,0,1,0.483305925991022
228539,1454,0.702372765,7,0.857142857142857,0,1.14285714285714,0.522270972864834
229126,398,0.854271357,4,1,0,1,0.504958953464936
229127,407,0.71990172,12,0.916666666666667,0,1.16666666666667,0.506823680113222
229130,398,0.653266332,3,0.333333333333333,1.66666666666667,1.33333333333333,0.396104372460478
229141,399,0.749373434,8,0.625,0.125,1.375,0.454881618134717
229147,387,0.757105943,8,1,0,1,0.661999076182035
229152,395,0.794936709,8,1,0,1,0.392982688319426
229153,400,0.8225,6,0.833333333333333,0,1.16666666666667,0.566521255860091
229156,398,0.904522613,4,1,0,1,0.465203669840674
229157,398,0.834170854,12,0.833333333333333,0.5,1.75,0.478793183789601
229165,391,0.501278772,7,0.714285714285714,1.28571428571429,1.57142857142857,0.69261843023809
229166,392,0.74744898,3,0.666666666666667,0,0.666666666666667,0.391934290081762
229167,399,0.746867168,2,0.5,0,1.5,0.440628712350208
229170,399,0.897243108,8,1,0,1,0.487748460498898
229179,398,0.83919598,32,0.53125,1.625,1.28125,0.610421774088789
229180,443,0.557562077,28,0.178571428571429,3.14285714285714,1.42857142857143,0.668724533458452
229182,313,0.552715655,22,0.136363636363636,3.54545454545455,1.27272727272727,0.415982791713161
229185,391,0.803069054,26,0.615384615384615,0.576923076923077,1.57692307692308,0.527301868242846
229186,398,0.861809045,4,1,0,1,0.548049162386108
229213,407,0.788697789,6,0.833333333333333,0,1.16666666666667,0.572374083144337
229218,394,0.710659898,15,0.666666666666667,1.46666666666667,1.53333333333333,0.546103956934464
229223,376,0.691489362,7,0.857142857142857,0.571428571428571,1.14285714285714,0.666503233030671
229225,390,0.676923077,2,0.5,0,1,0.714031521633875
229227,411,0.615571776,13,0.230769230769231,3,1.92307692307692,0.533744662734154
229244,399,0.847117794,34,0.911764705882353,0.147058823529412,1.11764705882353,0.420679259033762
229255,369,0.720867209,17,0.823529411764706,0.588235294117647,1.64705882352941,0.554563082029133
229270,398,0.753768844,10,0.7,0.5,1.9,0.304118554789997
229288,399,0.776942356,16,0.8125,0.625,1.5625,0.694145077572801
229290,355,0.766197183,2,0.5,0,1.5,0.328374401897829
229293,398,0.748743719,17,0.823529411764706,0,1.47058823529412,0.464063112479947
229294,395,0.8,11,0.909090909090909,0.363636363636364,1.09090909090909,0.469026230264285
229305,398,0.814070352,6,0.833333333333333,0.166666666666667,1.16666666666667,0.613074989267219
229307,366,0.557377049,29,0.689655172413793,1.27586206896552,1.55172413793103,0.480554969002227
229318,399,0.804511278,11,0.909090909090909,0,1.09090909090909,0.314249614445613
229319,300,0.593333333,3,0.333333333333333,1.66666666666667,1,0.613765292048452
229323,293,0.740614334,13,0.538461538461538,0.461538461538462,1.76923076923077,0.554589408878139
229326,383,0.817232376,4,1,0,1,0.49043354750442
229329,393,0.539440204,2,0.5,0,0.5,0.512550221441212
229332,310,0.690322581,2,0.5,2.5,1.5,0.391880719494226
229337,415,0.74939759,23,0.304347826086957,2.34782608695652,3.43478260869565,0.379273492925032
229338,399,0.789473684,2,0.5,0,1,0.526551671361168
229339,404,0.747524752,14,0.785714285714286,0.357142857142857,1.64285714285714,0.614423041752181
229342,397,0.788413098,14,0.857142857142857,0.714285714285714,1.42857142857143,0.535769725697254
229349,408,0.727941176,53,0.716981132075472,0.867924528301887,1.49056603773585,0.519016072484778
229350,401,0.74563591,42,0.738095238095238,0.428571428571429,1.66666666666667,0.244449777643672
229360,411,0.773722628,8,0.75,0,1.875,0.541856278112157
229372,409,0.542787286,6,0.833333333333333,0,1.5,0.474684524530328
229381,399,0.766917293,2,0.5,0,0.5,0.708299756767436
229396,398,0.851758794,34,0.411764705882353,2.23529411764706,1.44117647058824,0.396135886235875
229397,398,0.75879397,27,0.851851851851852,0.62962962962963,1.40740740740741,0.381375391345129
229407,398,0.907035176,14,0.928571428571429,0,1.28571428571429,0.392063461453665
229411,401,0.713216958,30,0.733333333333333,0.766666666666667,1.56666666666667,0.617672737870529
229421,402,0.723880597,12,1,0,1,0.658470331837562
229427,398,0.771356784,8,0.875,0.125,1.125,0.325515493918891
229430,403,0.799007444,4,1,0,1,0.628114281013442
229452,398,0.695979899,2,0.5,0,2,0.341142030257422
229460,403,0.771712159,7,0.714285714285714,0.714285714285714,2.42857142857143,0.500919016806173
229463,458,0.46069869,3,0.333333333333333,1.66666666666667,1,0.632776810198112
229469,401,0.800498753,4,1,0,1,0.408794202481154
229476,421,0.755344418,32,0.84375,0.21875,1.28125,0.345868373725417
229485,401,0.608478803,15,0.266666666666667,2.93333333333333,1.66666666666667,0.538347804273993
229499,370,0.659459459,6,0.5,1.5,1.5,0.629349383271292
229505,389,0.807197943,3,0.666666666666667,0,1,0.669167170548939
229565,403,0.813895782,22,0.863636363636364,0,1.18181818181818,0.424984085980714
230180,390,0.748717949,41,0.634146341463415,1.48780487804878,1.36585365853659,0.521179279032357
230891,930,0.674193548,4,1,0,1,0.441995427534755
230900,982,0.735234216,8,0.75,0,1,0.548135158273532
231040,74,0.27027027,7,0.285714285714286,2.14285714285714,3,0.47179072621648
231250,333,0.618618619,7,0.714285714285714,0.714285714285714,1.57142857142857,0.630121755779114
231512,424,0.794811321,11,0.818181818181818,0,1.45454545454545,0.529248036228229
231513,466,0.733905579,4,1,0,1,0.589242152155023
231516,561,0.666666667,38,0.684210526315789,1.18421052631579,2.02631578947368,0.459809362611304
231595,445,0.579775281,4,1,0,1,0.433971361858446
231601,487,0.737166324,10,0.8,0,1.4,0.738902598871951
231605,481,0.781704782,6,0.833333333333333,0,1.16666666666667,0.548536558002567
231610,514,0.651750973,7,0.714285714285714,1.28571428571429,1.14285714285714,0.58435283639149
231614,444,0.632882883,4,1,0,1,0.529911011384536
231687,425,0.637647059,2,0.5,0,2,0.503647726386213
231688,475,0.875789474,7,0.857142857142857,0,1.28571428571429,0.429459074067983
231693,456,0.710526316,4,1,0,1,0.420231715440497
231810,458,0.77510917,14,0.928571428571429,0.357142857142857,1,0.654897378165773
231864,455,0.674725275,11,0.636363636363636,0,2,0.258397759470468
231868,502,0.693227092,19,0.578947368421053,1.42105263157895,1.47368421052632,0.722119970003022
231871,476,0.74789916,8,0.875,0,1.125,0.531792985171502
232036,380,0.757894737,4,0.5,1,1,0.473474988108613
232103,400,0.815,16,0.75,0.0625,1.5,0.466300470809813
232195,388,0.641752577,28,0.785714285714286,0.464285714285714,2.07142857142857,0.4837493214714
232232,376,0.656914894,8,0.375,2.25,1.5,0.604096641789083
232317,403,0.82382134,4,1,0,1,0.457011146828517
232700,502,0.731075697,7,0.428571428571429,1.85714285714286,1.28571428571429,0.423164654630542
232809,117,0.705128205,2,0.5,0,0.5,0.528682043515863
232810,103,0.742718447,7,0.857142857142857,0,1.14285714285714,0.525948930411423
232814,111,0.603603604,2,0.5,0,4.5,0.451431611338858
232821,110,0.686363636,2,0.5,0,0.5,0.51938733338822
232837,73,0.606164384,2,0.5,0,0.5,0.711872407804118
233649,1243,0.788616251,4,1,0,1,0.499950703337878
233915,394,0.695431472,22,0.909090909090909,0,1.13636363636364,0.487711758229759
234809,238,0.571428571,7,0.857142857142857,0.571428571428571,1.42857142857143,0.612953393199242
234817,161,0.459627329,4,0.25,2.25,0.75,0.409144372783221
234861,139,0.568345324,2,0.5,0,1.5,0.4636330832277
234913,88,0.420454545,2,0.5,0,0.5,0.38139288549793
234918,87,0.770114943,2,0.5,0,0.5,0.585646819881255
234936,93,0.47311828,3,0.333333333333333,1.66666666666667,0.666666666666667,0.615626033385107
234940,141,0.609929078,4,1,0,1,0.59582673929067
234984,70,0.757142857,7,0.285714285714286,2.57142857142857,1.57142857142857,0.286770250405539
235002,132,0.46969697,2,0.5,0,0.5,0.628052945407352
235003,41,0.414634146,1,0,0,0,0.549946639039953
235018,102,0.568627451,6,0.833333333333333,0.833333333333333,1.33333333333333,0.545050189760017
235019,78,0.551282051,3,0.333333333333333,0,1.33333333333333,0.407092743064987
235094,76,0.644736842,2,0.5,0,0.5,0.332637207731202
235095,60,0.65,3,0.666666666666667,0,1,0.389672424028295
235096,123,0.658536585,7,0.857142857142857,0,1.14285714285714,0.48326685549525
235106,112,0.598214286,4,1,0,1,0.521431074516091
235108,116,0.612068966,3,0.333333333333333,0,1,0.565090459132199
235109,146,0.703767123,6,0.833333333333333,0,1.16666666666667,0.585779487683544
235116,189,0.624338624,6,0.833333333333333,0,1.16666666666667,0.461778727338304
235185,136,0.573529412,10,0.8,0,1.2,0.530249223635572
235192,112,0.589285714,11,0.818181818181818,0,1.45454545454545,0.679052632383465
235203,103,0.805825243,11,0.818181818181818,0.363636363636364,1.63636363636364,0.512875120495394
235212,157,0.541401274,4,1,0,1,0.426538667147007
235218,155,0.701612903,4,1,0,1,0.382895060858083
235342,121,0.685950413,4,1,0,1,0.374316703433884
235354,109,0.660550459,21,0.571428571428571,1.28571428571429,2.71428571428571,0.654598967211552
235363,86,0.662790698,4,1,0,1,0.500898407346126
235365,96,0.677083333,7,0.714285714285714,1.28571428571429,2.85714285714286,0.536840854464219
235415,217,0.69124424,4,1,0,1,0.476374724534872
235417,366,0.778688525,4,1,0,1,0.51910700801476
235429,404,0.871287129,6,0.833333333333333,0,1.33333333333333,0.589258537894961
235570,168,0.651785714,4,1,0,1,0.519175392593592
235572,131,0.68129771,11,0.727272727272727,0,1.36363636363636,0.551784795401216
235587,172,0.523255814,2,0.5,0.5,2,0.686987266983649
235589,219,0.680365297,6,0.833333333333333,0,1.5,0.558720577244817
235590,232,0.75,10,0.7,0,1.5,0.322848966740974
235592,399,0.769423559,11,0.727272727272727,0,1.54545454545455,0.616791100899712
235595,185,0.783783784,4,1,0,1,0.64714787564207
235597,269,0.784386617,6,0.833333333333333,0,1.16666666666667,0.682215957109666
235607,153,0.560457516,12,0.666666666666667,0.916666666666667,3,0.403687020181657
235612,225,0.742222222,4,1,0,1,0.556389352108771
235863,146,0.601027397,14,0.642857142857143,0,1.78571428571429,0.462212625100618
235981,185,0.724324324,4,1,0,1,0.537955936963017
235987,257,0.447470817,2,0.5,0,0.5,0.553677233668364
235990,160,0.65,2,0.5,2,2.5,0.577252461772175
236012,106,0.54245283,10,0.7,0,1.4,0.484326892215869
236020,124,0.459677419,1,0,0,0,0.480126655049738
236021,137,0.445255474,2,0.5,0,0.5,0.426353358360135
236023,109,0.573394495,2,0.5,0,0.5,0.579883159173546
236026,120,0.479166667,4,0.75,0,0.75,0.537190117121942
236027,90,0.466666667,3,0.333333333333333,1.66666666666667,1.33333333333333,0.496707276672025
236029,116,0.560344828,3,0.333333333333333,1.66666666666667,1,0.451151706136026
236030,112,0.703125,2,0.5,0,0.5,0.452826536484184
236032,79,0.544303797,3,0.333333333333333,0.333333333333333,1,0.365486356327078
236045,235,0.817021277,1,0,0,0,0.499403503291698
236065,255,0.82745098,4,1,0,1,0.610515406046653
236069,208,0.826923077,17,0.647058823529412,0.647058823529412,2.64705882352941,0.412285191410863
236165,129,0.682170543,3,0.333333333333333,3,1.33333333333333,0.43476095115842
236167,125,0.774,4,1,0,1,0.591023982568444
236169,130,0.669230769,2,0.5,0,0.5,0.483845555832832
236170,69,0.757246377,3,0.333333333333333,1.66666666666667,1.33333333333333,0.507809333384632
236171,148,0.618243243,6,0.5,1.5,1.33333333333333,0.487902697964894
236174,103,0.594660194,3,0.333333333333333,1.66666666666667,1.66666666666667,0.437970954637194
236175,98,0.724489796,4,1,0,1,0.537215471899688
236181,143,0.713286713,7,0.857142857142857,0.285714285714286,1.57142857142857,0.547913680974404
236192,122,0.639344262,8,0.75,0,0.75,0.667366674320343
236193,131,0.494274809,3,0.333333333333333,1.66666666666667,1,0.367010794242867
236195,109,0.607798165,4,1,0,1,0.322913589469154
236198,89,0.536516854,1,0,0,0,0.363943141430096
236200,114,0.719298246,3,0.333333333333333,1.66666666666667,1,0.664355808789128
236208,137,0.481751825,2,0.5,0,0.5,0.454371448143888
236565,108,0.675925926,6,0.833333333333333,0,0.833333333333333,0.595096617893205
236688,104,0.728365385,10,0.8,0.6,2.4,0.49310456760136
236716,126,0.920634921,4,1,0,1,0.58814839653165
236787,165,0.654545455,6,0.833333333333333,0,1.16666666666667,0.568472359026864
236790,301,0.634551495,4,1,0,1,0.389974691620815
236792,259,0.694980695,6,0.833333333333333,0.333333333333333,2,0.550052181225151
237111,377,0.687002653,11,0.727272727272727,1.27272727272727,1.45454545454545,0.242079857001538
237319,60,0.716666667,2,0.5,0,0.5,0.378073199526473
239527,429,0.825174825,4,1,0,1,0.589999669330799
239528,424,0.679245283,1,0,0,0,0.367161138585328
239532,255,0.831372549,1,0,0,0,0.450325035403457
239543,249,0.706827309,3,0.333333333333333,0.666666666666667,2,0.457525028773628
240008,100,0.73,37,0.702702702702703,0.702702702702703,1.2972972972973,0.433671266694851
240009,18,0.611111111,27,0.777777777777778,0.37037037037037,1.44444444444444,0.385244752148038
240010,86,0.813953488,12,0.666666666666667,1.5,1.33333333333333,0.478458760323266
240012,80,0.75,24,0.791666666666667,0.916666666666667,1.16666666666667,0.439968694098887
240013,19,0.578947368,7,0.857142857142857,0,1.28571428571429,0.450277026781412
240014,90,0.677777778,18,0.666666666666667,0.944444444444444,1.33333333333333,0.453839093556349
240024,55,0.563636364,12,0.833333333333333,0.75,1.25,0.535844044770316
240025,67,0.850746269,49,0.73469387755102,0.551020408163265,1.46938775510204,0.60113323579176
240026,93,0.709677419,15,0.8,0.0666666666666667,1.13333333333333,0.447019951804414
240027,87,0.75862069,34,0.647058823529412,0.235294117647059,1.73529411764706,0.528061857771859
240033,87,0.75862069,8,0.75,0.5,1.625,0.534168720449295
240038,159,0.553459119,21,0.714285714285714,1.23809523809524,1.52380952380952,0.30290182129508
240039,37,0.459459459,34,0.617647058823529,1.47058823529412,1.47058823529412,0.558628768037813
240100,56,0.660714286,13,0.846153846153846,0.384615384615385,1.15384615384615,0.377523790516443
240102,95,0.673684211,23,0.869565217391304,0.521739130434783,1.30434782608696,0.428906057341397
240103,69,0.753623188,4,1,0,1,0.414924719118373
240104,102,0.725490196,8,0.75,0,1.25,0.578990578785552
240105,84,0.785714286,7,1,0,1,0.555214012560514
240106,45,0.8,18,0.833333333333333,0.666666666666667,1.22222222222222,0.280093329870378
240108,101,0.811881188,11,0.818181818181818,0,1.63636363636364,0.41662093855944
240109,87,0.850574713,19,0.894736842105263,0,1.10526315789474,0.489759009508708
240111,95,0.747368421,6,0.833333333333333,0.166666666666667,1.33333333333333,0.357973169090664
240225,96,0.697916667,17,0.588235294117647,0.235294117647059,1.41176470588235,0.372886002694205
240226,97,0.680412371,27,0.666666666666667,1.11111111111111,1.62962962962963,0.511314907581059
240227,97,0.742268041,35,0.8,0.628571428571429,1.31428571428571,0.398496967634395
240228,45,0.711111111,14,0.928571428571429,0.357142857142857,1.07142857142857,0.492551364306375
240229,74,0.689189189,10,0.9,0,1.1,0.681670883306835
240230,133,0.654135338,16,0.8125,0.5625,1.125,0.696333053305419
240231,87,0.643678161,34,0.647058823529412,1.11764705882353,1.55882352941176,0.373653250409237
240232,105,0.704761905,11,0.818181818181818,0.818181818181818,1.36363636363636,0.587055368504487
240233,146,0.712328767,22,0.818181818181818,0,1.22727272727273,0.58090226582999
240296,96,0.604166667,12,0.583333333333333,0.75,1.41666666666667,0.595281275419298
240297,115,0.6,14,0.642857142857143,1,1.5,0.458016767506409
240298,92,0.706521739,14,0.785714285714286,0,1.07142857142857,0.681504979636078
240299,89,0.584269663,10,0.7,0,2,0.564958828573885
240300,188,0.563829787,60,0.7,1.08333333333333,1.5,0.439313792099503
240323,100,0.7,4,1,0,1,0.474665185649906
240465,103,0.495145631,29,0.413793103448276,2.58620689655172,2,0.661171864666444
240698,26,0.423076923,2,0.5,0,0.5,0.526273372149297
240840,122,0.795081967,10,0.9,0,1.1,0.476985311347372
240845,130,0.846153846,8,0.875,0.5,1.125,0.319926326267974
240847,3,0.333333333,4,1,0,1,0.508499745487596
240849,29,0.655172414,12,1,0,1,0.437907976919776
240853,90,0.622222222,4,1,0,1,0.611166440060795
240855,48,0.6875,7,0.714285714285714,0.714285714285714,1.71428571428571,0.326716369498569
240857,85,0.752941176,3,0.666666666666667,0,0.666666666666667,0.369177341378523
240858,71,0.647887324,3,0.333333333333333,0,1,0.498699120031434
240859,83,0.879518072,5,0.4,0.8,1.2,0.542384049648376
240860,106,0.820754717,4,1,0,1,0.595953961561736
241158,79,0.696202532,7,0.714285714285714,0.714285714285714,1.42857142857143,0.568258824528337
242073,74,0.554054054,3,0.333333333333333,0,2,0.380865402395141
242959,29,0.810344828,3,0.333333333333333,2,1.33333333333333,0.76090926101657
242960,29,0.439655172,6,0.333333333333333,2.16666666666667,2.83333333333333,0.295407647541023
242961,48,0.505208333,2,0.5,0,0.5,0.492734539144183
242962,29,0.732758621,7,0.285714285714286,2.28571428571429,2.28571428571429,0.535224410936413
242963,29,0.629310345,6,0.5,1.5,0.833333333333333,0.542782676116111
242965,29,0.948275862,14,0.642857142857143,1.21428571428571,1.35714285714286,0.354063256003108
242966,29,0.568965517,3,0.333333333333333,1.66666666666667,1,0.584877857170124
242970,29,0.379310345,2,0.5,0,4,0.504358142624817
242981,29,0.698275862,1,0,0,0,0.611168122550582
243306,29,0.862068966,2,0.5,0.5,1.5,0.488789565839826
243308,39,0.576923077,6,0.833333333333333,0,1.16666666666667,0.322786651634866
243976,100,0.72,36,0.861111111111111,0.222222222222222,1.22222222222222,0.499765476594995
244439,389,0.750642674,52,0.634615384615385,1.38461538461538,1.84615384615385,0.483817203479222
245690,36,0.75,6,0.833333333333333,0.833333333333333,1.33333333333333,0.452695057568048
246906,63,0.682539683,42,0.833333333333333,0.714285714285714,1.23809523809524,0.33323508570173
247298,18,0.611111111,4,0.5,1,1.5,0.484626753802791
247299,14,0.642857143,16,0.75,0.25,1.125,0.42417977521145
247301,50,0.62,31,0.645161290322581,1.35483870967742,1.51612903225806,0.261815823533728
247302,12,0.833333333,13,0.923076923076923,0,0.923076923076923,0.585105657268556
247303,7,0.857142857,3,0.333333333333333,0,0.666666666666667,0.452405221125541
247304,26,0.730769231,19,0.684210526315789,0.157894736842105,1.73684210526316,0.419831954664988
247307,41,0.390243902,13,0.461538461538462,2.07692307692308,1.30769230769231,0.499102751019011
247308,16,0.625,2,0.5,0,0.5,0.606997318757197
247309,20,0.7,5,0.4,0.2,1.6,0.508972641271657
247310,3,0.333333333,4,0.5,1,0.75,0.351420415885048
247312,14,0.714285714,3,0.333333333333333,1.66666666666667,1.33333333333333,0.396162841972396
247314,10,0.7,1,0,0,0,0.418387898476961
247317,9,0.555555556,9,0.333333333333333,2,1.44444444444444,0.504985979182791
247865,41,0.609756098,7,0.714285714285714,0,1,0.520913014030628
247923,53,0.773584906,2,0.5,0,1.5,0.608741309827062
248265,77,0.87012987,4,1,0,1,0.672608652323639
248482,3,1,4,1,0,1,0.66290306326036
248510,6,1,11,0.818181818181818,0.0909090909090909,1.36363636363636,0.482902155763888
248514,27,0.851851852,4,1,0,1,0.538184557822919
248517,12,0.916666667,31,0.709677419354839,0.193548387096774,1.51612903225806,0.525580046563908
249027,57,0.684210526,3,0.666666666666667,0,0.666666666666667,0.376906749041575
249393,72,0.666666667,4,1,0,1,0.48175943998037
249396,66,0.742424242,8,1,0,1,0.626675084768631
249397,53,0.773584906,11,0.909090909090909,0,1.09090909090909,0.774487180734238
249398,43,0.76744186,4,1,0,1,0.456321172467469
249401,68,0.661764706,12,0.833333333333333,0,1.66666666666667,0.433489928381092
249402,41,0.707317073,4,1,0,1,0.677589807954091
249403,46,0.673913043,16,0.8125,0.0625,1.5625,0.299697391247432
249404,10,0.5,4,1,0,1,0.459337569636567
249410,47,0.808510638,4,1,0,1,0.589520735871717
249411,33,0.757575758,16,0.9375,0,1.0625,0.425406152302227
249412,36,0.583333333,6,0.833333333333333,0,1.66666666666667,0.624239886093214
249899,92,0.684782609,4,0.75,0,1.25,0.58360098842827
249933,38,0.605263158,2,0.5,0,0.5,0.512833811627196
251060,14,0.428571429,2,0.5,0,0.5,0.555831964680841
251061,9,0.444444444,2,0.5,0,1.5,0.394121604626665
251062,6,0.833333333,10,0.8,0,1.1,0.59782038246596
251065,1,1,2,0.5,0.5,1,0.399541613201804
251067,9,0.666666667,2,0.5,0.5,2.5,0.30611406485907
251070,6,0.833333333,6,1,0,1,0.610162776044185
251071,4,1,4,1,0,1,0.437440263117352
251072,1,1,3,0.666666666666667,0,0.666666666666667,0.299705516117777
251073,4,1,3,0.333333333333333,2,4,0.492681226736434
251074,6,0.833333333,3,0.666666666666667,1,1,0.676319079898915
251075,1,1,9,0.444444444444444,1,2.66666666666667,0.414300822450945
251079,11,0.727272727,3,0.333333333333333,0,1,0.535953942323452
251080,4,1,19,0.736842105263158,0.368421052631579,1.68421052631579,0.508371699659658
251082,6,0.666666667,2,0.5,0.5,4,0.526263146986784
251083,5,0.4,2,0.5,0,0.5,0.62632543501582
251085,1,1,3,0.333333333333333,0,1.66666666666667,0.557174099808984
251087,1,1,1,0,0,0,0.435443888326775
251089,6,0.833333333,10,0.6,0.3,2.6,0.592749953189587
251092,1,1,21,0.571428571428571,1.71428571428571,1.61904761904762,0.636878460802895
251382,20,0.85,2,0.5,0,0.5,0.280558590500037
251990,1,1,25,0.48,2.08,1.48,0.622327139216194
252280,15,0.8,10,0.9,0.5,1.2,0.448323839542701
252281,2,0.5,13,0.615384615384615,1.15384615384615,1.53846153846154,0.617124606400258
252285,3,0.333333333,3,0.333333333333333,2,2.33333333333333,0.293079332602021
252286,3,0.666666667,6,0.833333333333333,0.833333333333333,1,0.579679522112244
252287,6,0.333333333,1,0,0,0,0.441669898856898
252294,10,0.8,2,0.5,0,0.5,0.58131701614033
252302,1,1,2,0.5,0,0.5,0.381341918597809
252303,6,0.5,6,0.5,0.5,2,0.693191800699276
253464,9,0.222222222,23,0.782608695652174,0,1.34782608695652,0.602102557776846
253517,6,0.833333333,16,0.5625,0.5625,2.0625,0.571269408278425
255494,12,0.75,3,0.666666666666667,0.666666666666667,1.33333333333333,0.56337880200857
256227,84,0.678571429,3,0.333333333333333,1.66666666666667,1.33333333333333,0.567500675524614
257289,20,1,4,1,0,1,0.439282650730981
